Viloyat / Област / Region;Tuman / Район / District;Joyiashgan joyi / Место расположения / Location; Turi / Тип / A type;Kenglik / Широта / Latitude;Uzunlik / Долгота / Longitude;
Navoiy viloyati / Навоийская область / Navoi region;НАВОИЙ ШАҲРИ;И.КАРИМОВ V4 (9-БОЗОР ЧОРРАХАСИ);ПДД КАМЕРА;40.115245;65.366596;
Toshkent viloyat / Ташкентская область / Tashkent region;БЎСТОНЛИҚ ТУМАНИ;БЎСТОНЛИҚ ТУМАНИ ТОВОКСОЙ КУРГОНИ  4Р6 ТОШКЕНТ Ш - ЧИРЧИК Ш - ЧИМЁН АВТОМОБИЛ ЙЎЛИНИНГ 42+800КМ;СТАЦИОНАР РАДАР;;69.673655;
Toshkent viloyat / Ташкентская область / Tashkent region;БЎСТОНЛИҚ ТУМАНИ;БЎСТОНЛИҚ ТУМАНИ ИСКАНДАР КУРГОНИ  4Р6 ТОШКЕНТ Ш - ЧИРЧИК Ш - ЧИМЁН АВТОМОБИЛ ЙЎЛИНИНГ 45+880КМ;СТАЦИОНАР РАДАР;;69.699978;
Toshkent viloyat / Ташкентская область / Tashkent region;ЎРТАЧИРЧИҚ ТУМАНИ;А373А \'\'А373 АВТОЙЎЛИДАН-ТОШКЕНТ ШАҲРИГА\'\' А/ЙНИНГ 28 КМ. ОРАЛИҒИДА АҲОЛИ ЯШАШ ПУНКТИ. \'\'ЎРТАСАРАЙ\'\';СТАЦИОНАР РАДАР;;69.4366666;
Toshkent viloyat / Ташкентская область / Tashkent region;ЎРТАЧИРЧИҚ ТУМАНИ;4Р 2 \"ТОШКЕНТ.Ш-ТЎЙТЕПА.Ш-А373А\"- 4Р 21 \"ТОШКЕНТ АЙЛАНМА ЙЎЛИ\" А/ЙНИНГ КЕСИШГАН ЧОРРАХАСИ;СТАЦИОНАР РАДАР;;69.33166660000001;
Toshkent viloyat / Ташкентская область / Tashkent region;ЎРТАЧИРЧИҚ ТУМАНИ;А373А \'\'А373 АВТОЙЎЛИДАН-ТОШКЕНТ ШАҲРИГА\'\' А/ЙНИНГ 28 КМ. ОРАЛИҒИДА АҲОЛИ ЯШАШ ПУНКТИ. \'\'ЎРТАСАРАЙ\'\';СТАЦИОНАР РАДАР;;69.4366666;
Toshkent viloyat / Ташкентская область / Tashkent region;ЎРТАЧИРЧИҚ ТУМАНИ;4Р 2 \"ТОШКЕНТ.Ш-ТЎЙТЕПА.Ш-А373А\"- 4Р 21 \"ТОШКЕНТ АЙЛАНМА ЙЎЛИ\" А/ЙНИНГ КЕСИШГАН ЧОРРАХАСИ;СТАЦИОНАР РАДАР;;69.33166660000001;
Toshkent viloyat / Ташкентская область / Tashkent region;ҚИБРАЙ ТУМАНИ;КИБРАЙ ТУМАНИ АРГИН МФЙ 4Р6 ТОШКЕНТ-ЧИРЧИК-ЧИМЁН 16КМ БЕКАТ ЯКИНИДА ТОШКЕНТ Й-Ш;СТАЦИОНАР РАДАР;;69.440494;
Toshkent viloyat / Ташкентская область / Tashkent region;ЎРТАЧИРЧИҚ ТУМАНИ;А373А \'\'А373 АВТОЙЎЛИДАН-ТОШКЕНТ ШАҲРИГА\'\' А/ЙНИНГ 28 КМ. ОРАЛИҒИДА АҲОЛИ ЯШАШ ПУНКТИ. \'\'ЎРТАСАРАЙ\'\';СТАЦИОНАР РАДАР;;69.4366666;
Toshkent viloyat / Ташкентская область / Tashkent region;ЎРТАЧИРЧИҚ ТУМАНИ;А373А \'\'А373 АВТОЙЎЛИДАН-ТОШКЕНТ ШАҲРИГА\'\' А/ЙНИНГ 28 КМ. ОРАЛИҒИДА АҲОЛИ ЯШАШ ПУНКТИ. \'\'ЎРТАСАРАЙ\'\';СТАЦИОНАР РАДАР;;69.4366666;
Toshkent viloyat / Ташкентская область / Tashkent region;ҚИБРАЙ ТУМАНИ;КИБРАЙ ТУМАНИ БУНЁДКОР МФЙ  4Р5 ТОШКЕНТ-КИБРАЙ-МАЙ 2 КМ ТОШКЕНТ Й-Ш;СТАЦИОНАР РАДАР;;69.35892800000001;
Toshkent viloyat / Ташкентская область / Tashkent region;ЧИРЧИҚ ШАҲРИ;ЧИРЧИК Ш А.НАВОИЙ ШОХКУЧАСИ 4Р6 ТОШКЕНТ-ЧИРЧИК-ЧИМЁН 30+300КМ МАХАМ ЧИРЧИҚ ЗАВОД ЯКИНИДА БЎСТОНЛИК Й;СТАЦИОНАР РАДАР;;69.573055;
Toshkent viloyat / Ташкентская область / Tashkent region;ОХАНГОРОН ТУМАНИ;А373А \'\'А373 АВТОЙЎЛИДАН-ТОШКЕНТ ШАҲРИГА\'\' А/ЙНИНГ 10 КМ. АҲОЛИ ЯШАШ ПУНКТИ.ДАН ТАШҚАРИДА;СТАЦИОНАР РАДАР;;69.5294444;
Toshkent viloyat / Ташкентская область / Tashkent region;ҚИБРАЙ ТУМАНИ;КИБРАЙ ТУМАНИ УЙМАУТ МФЙ 4Р6 ТОШКЕНТ-ЧИРЧИК-ЧИМЁН 19 КМ 267-УЙ ҚАРШИСИ ТОШКЕНТ Й-Ш;СТАЦИОНАР РАДАР;;69.47731;
Toshkent viloyat / Ташкентская область / Tashkent region;БЎСТОНЛИҚ ТУМАНИ;БЎСТОНЛИҚ ТУМАНИ 4Р12 БЕКТЕМИР ЧИРЧИҚ Ш ҒАЗАЛКЕНТ ЧОРБОҒ ҚЎРҒОНИ ҚОРОНҚУЛ МФЙ 66+250 КМ ЧОРБОҒ Й-Н;СТАЦИОНАР РАДАР;;69.87495;
Toshkent viloyat / Ташкентская область / Tashkent region;ОХАНГОРОН ТУМАНИ;А373А \'\'А373 АВТОЙЎЛИДАН-ТОШКЕНТ ШАҲРИГА\'\' А/ЙНИНГ 10 КМ. АҲОЛИ ЯШАШ ПУНКТИ.ДАН ТАШҚАРИДА;СТАЦИОНАР РАДАР;;69.52972219999999;
Toshkent viloyat / Ташкентская область / Tashkent region;БЎСТОНЛИҚ ТУМАНИ;БЎСТОНЛИҚ ТУМАНИ 4Р12 БЕКТЕМИР ЧИРЧИҚ Ш ҒАЗАЛКЕНТ ЧОРБОҒ ҚЎРҒОНИ ҚОРОНҚУЛ МФЙ 66+250 КМ ТОШЕНТ Й-Н;СТАЦИОНАР РАДАР;;69.87495;
Toshkent viloyat / Ташкентская область / Tashkent region;ОХАНГОРОН ТУМАНИ;А373А \'\'А373 АВТОЙЎЛИДАН-ТОШКЕНТ ШАҲРИГА\'\' А/ЙНИНГ 23 КМ. АҲОЛИ ЯШАШ ПУНКТИ.ДАН ТАШҚАРИДА;СТАЦИОНАР РАДАР;;69.46611110000001;
Toshkent viloyat / Ташкентская область / Tashkent region;ЧИРЧИҚ ШАҲРИ;ЧИРЧИК Ш А.НАВОИЙ ШОХ КЎЧАСИ 4Р6ТОШКЕНТ-ЧИРЧИК-ЧИМЁН 30+300 КМ МАХАМ ЧИРЧИК ЗАВОД ЯКИНИДА;СТАЦИОНАР РАДАР;;69.573055;
Toshkent viloyat / Ташкентская область / Tashkent region;ОХАНГОРОН ТУМАНИ;ТОШКЕНТ Й;СТАЦИОНАР РАДАР;;69.4669444;
Toshkent viloyat / Ташкентская область / Tashkent region;БЎСТОНЛИҚ ТУМАНИ;А373А \'\'А373 АВТОЙЎЛИДАН-ТОШКЕНТ ШАҲРИГА\'\' А/ЙНИНГ 23 КМ. АҲОЛИ ЯШАШ ПУНКТИ.ДАН ТАШҚАРИДА;СТАЦИОНАР РАДАР;;69.801331;
Toshkent viloyat / Ташкентская область / Tashkent region;БЎСТОНЛИҚ ТУМАНИ;БЎСТОНЛИҚ ТУМАНИ ГАЗАЛКЕНТ Ш 4Р6 ТОШКЕНТ Ш-ЧИРЧИК Ш-ЧИМЁН АВТОМОБИЛ ЙЎЛИНИНГ 55+50КМ ЧОРВОК ЙУНАЛИШИ;СТАЦИОНАР РАДАР;;69.617268;
Toshkent viloyat / Ташкентская область / Tashkent region;БЎСТОНЛИҚ ТУМАНИ;БЎСТОНЛИҚ ТУМАНИ 4Р12 БЕКТЕМИР ЧИРЧИҚ Ш ҒАЗАЛКЕНТ ЧОРБОҒ ҚЎРҒОНИ КУШКОРГОН МФЙ 40 КМ ЧОРБОҒ Й-Н;СТАЦИОНАР РАДАР;;69.61922;
Toshkent viloyat / Ташкентская область / Tashkent region;БЎСТОНЛИҚ ТУМАНИ;БЎСТОНЛИҚ ТУМАНИ 4Р12 БЕКТЕМИР ЧИРЧИҚ Ш ҒАЗАЛКЕНТ ЧОРБОҒ ҚЎРҒОНИ КУШКОРГОН МФЙ 40+800КМ ТОШКЕНТ Й-Н;СТАЦИОНАР РАДАР;;69.713933;
Toshkent viloyat / Ташкентская область / Tashkent region;ЧИРЧИҚ ШАҲРИ;БЎСТОНЛИҚ ТУМАНИ ИСКАНДАР КУРГОНИ 4Р6 ТОШКЕНТ Ш-ЧИРЧИК Ш-ЧИМЁН А/ЙНИНГ 47+150КМ СОМСАХОНА КАРШИСИ;СТАЦИОНАР РАДАР;;69.567521;
Toshkent viloyat / Ташкентская область / Tashkent region;ҚИБРАЙ ТУМАНИ;ТОШКЕНТ ВИЛОЯТИ ЧИРЧИК ШАХРИ А.ТЕМУР ШОХ КУЧАСИ 1-2 КМ ОРАЛИҒИ ЗАПРАВКА ЯКИНИДА;СТАЦИОНАР РАДАР;;69.483451;
Toshkent viloyat / Ташкентская область / Tashkent region;ОХАНГОРОН ТУМАНИ;\" КИБРАЙ ТУМАНИ УЙМАУТ МФЙ 4Р6 ТОШКЕНТ-ЧИРЧИК-ЧИМЁН 19 КМ АЁКШ ЯКИНИДА ЧИРЧИҚ Й-Ш;СТАЦИОНАР РАДАР;;;
Toshkent viloyat / Ташкентская область / Tashkent region;БЎСТОНЛИҚ ТУМАНИ;А373\'\'М39 А/Й-ГУЛИСТОН-БЎКА-АНГРЕН-ҚЎҚОН ВА АНДИЖОН ОРҚАЛИ-ЎШ\'\' А/Й 148КМ. А/Я ПУНКТИ.ДАН ТАШҚАРИ;СТАЦИОНАР РАДАР;;69.7888888;
Toshkent viloyat / Ташкентская область / Tashkent region;ЧИРЧИҚ ШАҲРИ;БЎСТОНЛИҚ ТУМАНИ 4Р12 БЕКТЕМИР ЧИРЧИҚ Ш ҒАЗАЛКЕНТ ЧОРБОҒ ҚЎРҒОНИ ЯНГИОВУЛ МФЙ 44+450 КМ ЧОРБОҒ Й-Н;СТАЦИОНАР РАДАР;;69.7888888;
Toshkent viloyat / Ташкентская область / Tashkent region;АНГРЕН ШАҲРИ;ЧИРЧИК ШАХРИ 4Р6 ТОШКЕНТ Ш-ЧИРЧИК Ш-ЧИМЁН А-ЙНИНГ 35 КМ КАМОЛОТ КЎЧАСИ 75 УЙ ҚАРШИСИ ТОШКЕНТ ЙУНАЛИШ;ПДД КАМЕРА;;69.66046;
Toshkent viloyat / Ташкентская область / Tashkent region;АНГРЕН ШАҲРИ;А373 \'\'М39 АЙ-ГУЛИСТОН-БЎКА-АНГРЕН-ҚЎҚОН-АНДИЖОН-ЎШ\'\' А/ЙНИНГ 180 КМ.ОРАЛИҒИДА А/Я ПУНКТИ.\'\'АНГРЕН\'\';ПДД КАМЕРА;;69.609376;
Toshkent viloyat / Ташкентская область / Tashkent region;АНГРЕН ШАҲРИ;А373\'\'М39 АЙ-АНГРЕН-АНДИЖОН-ЎШ\'\'АЙ 174 КМ. 4Р17Б \'А373 АЙ АНГРЕН ШАҲРИ ШАХОБЧА\'\'АЙ КЕСИШГАН ЧОРРАҲА.;ПДД КАМЕРА;;70.1245;
Toshkent viloyat / Ташкентская область / Tashkent region;ОХАНГОРОН ТУМАНИ;А373\'\'М39 АЙ-АНГРЕН-ҚЎҚОН-АНДИЖОН-ЎШ\'\'АЙНИНГ 176 КМ. ЁШЛАР КЎЧАСИ КЕСИШГАН ЧОРРАҲА. АНРГЕН ШАҲАР;ПДД КАМЕРА;;70.06338;
Toshkent viloyat / Ташкентская область / Tashkent region;ОХАНГОРОН ТУМАНИ;А373\'\'М39 ГУЛИСТОН-АНДИЖОН-ЎШ\'\'АЙНИНГ 143 КМ.\'\'ТУТ ҚИШЛОҒИ ШАҲОБЧА\'\'АЙНГ 0 КМ ЧОРРАҲА.ҚОРАХИТОЙ АЯЖ;ПДД КАМЕРА;;70.09035;
Toshkent viloyat / Ташкентская область / Tashkent region;ОХАНГОРОН ТУМАНИ;А373\'\'М39 АЙ-АНГРЕН-АНДИЖОН-ЎШ\'\'АЙНИНГ 172 КМ.БИЛАН 4Р184\'\'АНГРЕН АЙЛАНМА ЙЎЛИ\'\'АЙ КЕСИШГАН ЧОРРАҲА.;ПДД КАМЕРА;;69.73372000000001;
Toshkent viloyat / Ташкентская область / Tashkent region;АНГРЕН ШАҲРИ;А373\"М39 ГУЛИСТОН-АНДИЖОН-ЎШ\"АЙ 131 КМ.БИЛАН А373А\"А373 АЙДАН-ТОШКЕНТ ШАҲРИГА\"0 КМ КЕСИШГАН ЧОРРАҲА.;ПДД КАМЕРА;;70.04407999999999;
Toshkent viloyat / Ташкентская область / Tashkent region;АНГРЕН ШАҲРИ;А373\'\'М39 АЙ-АНГРЕН-АНДИЖОН-ЎШ\'\'АЙ 174 КМ. 4Р17Б \'А373 АЙ АНГРЕН ШАҲРИ ШАХОБЧА\'\'АЙ КЕСИШГАН ЧОРРАҲА.;ПДД КАМЕРА;;69.598;
Toshkent viloyat / Ташкентская область / Tashkent region;АНГРЕН ШАҲРИ;А373\'\'М39 АЙ-АНГРЕН-ҚЎҚОН-АНДИЖОН-ЎШ\'\'АЙНИНГ 176 КМ. ЁШЛАР КЎЧАСИ КЕСИШГАН ЧОРРАҲА. АНРГЕН ШАҲАР;ПДД КАМЕРА;;70.06376;
Toshkent viloyat / Ташкентская область / Tashkent region;АНГРЕН ШАҲРИ;А373\'\'М39 АЙ-АНГРЕН-АНДИЖОН-ЎШ\'\'АЙ 174 КМ. 4Р17Б \'А373 АЙ АНГРЕН ШАҲРИ ШАХОБЧА\'\'АЙ КЕСИШГАН ЧОРРАҲА.;ПДД КАМЕРА;;70.08931;
Toshkent viloyat / Ташкентская область / Tashkent region;ОХАНГОРОН ТУМАНИ;А373\'\'М39 АЙ-АНГРЕН-ҚЎҚОН-АНДИЖОН-ЎШ\'\'АЙНИНГ 176 КМ. ЁШЛАР КЎЧАСИ КЕСИШГАН ЧОРРАҲА. АНРГЕН ШАҲАР;ПДД КАМЕРА;;70.06338;
Toshkent viloyat / Ташкентская область / Tashkent region;АНГРЕН ШАҲРИ;А373\"М39 ГУЛИСТОН-АНДИЖОН-ЎШ\"АЙ 131 КМ.БИЛАН А373А\"А373 АЙДАН-ТОШКЕНТ ШАҲРИГА\"0 КМ КЕСИШГАН ЧОРРАҲА.;ПДД КАМЕРА;;70.09035;
Toshkent viloyat / Ташкентская область / Tashkent region;ОХАНГОРОН ТУМАНИ;А373 \'\'М39 АЙ-АНГРЕН-АНДИЖОН-ЎШ\'\' АЙНИНГ 175 КМ. ИСТИҚЛОЛ КЎЧАСИ КЕСИШГАН ЧОРРАҲА. АНРГЕН ШАҲАР;ПДД КАМЕРА;;69.598;
Toshkent viloyat / Ташкентская область / Tashkent region;АНГРЕН ШАҲРИ;А373\"М39 ГУЛИСТОН-АНДИЖОН-ЎШ\"АЙ 131 КМ.БИЛАН А373А\"А373 АЙДАН-ТОШКЕНТ ШАҲРИГА\"0 КМ КЕСИШГАН ЧОРРАҲА.;ПДД КАМЕРА;;70.08071;
Toshkent viloyat / Ташкентская область / Tashkent region;АНГРЕН ШАҲРИ;А373 \'\'М39 АЙ-АНГРЕН-АНДИЖОН-ЎШ\'\' АЙНИНГ 175 КМ. ИСТИҚЛОЛ КЎЧАСИ КЕСИШГАН ЧОРРАҲА. АНРГЕН ШАҲАР;ПДД КАМЕРА;;69.598;
Toshkent viloyat / Ташкентская область / Tashkent region;ОХАНГОРОН ТУМАНИ;А373 \'\'М39 АЙ-ГУЛИСТОН-БЎКА-АНГРЕН-ҚЎҚОН-АНДИЖОН-ЎШ\'\' А/ЙНИНГ 180 КМ.ОРАЛИҒИДА А/Я ПУНКТИ.\'\'АНГРЕН\'\';ПДД КАМЕРА;;70.08071;
Toshkent viloyat / Ташкентская область / Tashkent region;АНГРЕН ШАҲРИ;А373\'\'М39 ГУЛИСТОН-АНДИЖОН-ЎШ\'\'АЙНИНГ 143 КМ.\'\'ТУТ ҚИШЛОҒИ ШАҲОБЧА\'\'АЙНГ 0 КМ ЧОРРАҲА.ҚОРАХИТОЙ АЯЖ;ПДД КАМЕРА;;70.12475000000001;
Toshkent viloyat / Ташкентская область / Tashkent region;АНГРЕН ШАҲРИ;А373 \'\'М39 АЙ-АНГРЕН-АНДИЖОН-ЎШ\'\' АЙНИНГ 175 КМ. ИСТИҚЛОЛ КЎЧАСИ КЕСИШГАН ЧОРРАҲА. АНРГЕН ШАҲАР;ПДД КАМЕРА;;69.73372000000001;
Toshkent viloyat / Ташкентская область / Tashkent region;ЧИРЧИҚ ШАҲРИ;А373\'\'М39 АЙ-АНГРЕН-АНДИЖОН-ЎШ\'\'АЙНИНГ 172 КМ.БИЛАН 4Р184\'\'АНГРЕН АЙЛАНМА ЙЎЛИ\'\'АЙ КЕСИШГАН ЧОРРАҲА.;ПДД КАМЕРА;;70.08071;
Toshkent viloyat / Ташкентская область / Tashkent region;ОХАНГОРОН ТУМАНИ;ТОШКЕНТ.ВИЛ ЧИРЧИҚ.Ш 4P6 ТОШКЕНТ-ЧИРЧИҚ-ЧИМЁН А/Й НИНГ 32-5КМ ЧИРЧИҚ БОЗОР ҚАРШИСИ;ПДД КАМЕРА;;70.04407999999999;
Toshkent viloyat / Ташкентская область / Tashkent region;АНГРЕН ШАҲРИ;А373\"М39 ГУЛИСТОН-АНДИЖОН-ЎШ\"АЙ 131 КМ.БИЛАН А373А\"А373 АЙДАН-ТОШКЕНТ ШАҲРИГА\"0 КМ КЕСИШГАН ЧОРРАҲА.;ПДД КАМЕРА;;69.588551;
Toshkent viloyat / Ташкентская область / Tashkent region;АНГРЕН ШАҲРИ;А373 \'\'М39 АЙ-ГУЛИСТОН-БЎКА-АНГРЕН-ҚЎҚОН-АНДИЖОН-ЎШ\'\' А/ЙНИНГ 170 КМ.ОРАЛИҒИДА А/Я ПУНКТИ.\'\'АНГРЕН\'\';ПДД КАМЕРА;;69.598;
Toshkent viloyat / Ташкентская область / Tashkent region;ЧИРЧИҚ ШАҲРИ;А373 \'\'М39 АЙ-ГУЛИСТОН-БЎКА-АНГРЕН-ҚЎҚОН-АНДИЖОН-ЎШ\'\' А/ЙНИНГ 170 КМ.ОРАЛИҒИДА А/Я ПУНКТИ.\'\'АНГРЕН\'\';ПДД КАМЕРА;;70.02709;
Toshkent viloyat / Ташкентская область / Tashkent region;АНГРЕН ШАҲРИ;ТОШКЕНТ.ВИЛ ЧИРЧИҚ.Ш 4P6 ТОШКЕНТ-ЧИРЧИҚ-ЧИМЁН А/Й НИНГ 32-85КМ ЧИРЧИҚ ШОҲ БЕКАТИ ҚАРШИСИ;ПДД КАМЕРА;;70.02853;
Toshkent viloyat / Ташкентская область / Tashkent region;АНГРЕН ШАҲРИ;А373 \'\'М39 АЙ-ГУЛИСТОН-БЎКА-АНГРЕН-ҚЎҚОН-АНДИЖОН-ЎШ\'\' А/ЙНИНГ 173 КМ.ОРАЛИҒИДА А/Я ПУНКТИ.\'\'АНГРЕН\'\';ПДД КАМЕРА;;69.590785;
Toshkent viloyat / Ташкентская область / Tashkent region;АНГРЕН ШАҲРИ;А373\'\'М39 АЙ-АНГРЕН-ҚЎҚОН-АНДИЖОН-ЎШ\'\'АЙНИНГ 176 КМ. ЁШЛАР КЎЧАСИ КЕСИШГАН ЧОРРАҲА. АНРГЕН ШАҲАР;ПДД КАМЕРА;;70.05869;
Toshkent viloyat / Ташкентская область / Tashkent region;АНГРЕН ШАҲРИ;А373 \'\'М39 АЙ-ГУЛИСТОН-БЎКА-АНГРЕН-ҚЎҚОН-АНДИЖОН-ЎШ\'\' А/ЙНИНГ 173 КМ.ОРАЛИҒИДА А/Я ПУНКТИ.\'\'АНГРЕН\'\';ПДД КАМЕРА;;70.09035;
Toshkent viloyat / Ташкентская область / Tashkent region;ОХАНГОРОН ТУМАНИ;А373\'\'М39 АЙ-АНГРЕН-АНДИЖОН-ЎШ\'\'АЙНИНГ 172 КМ.БИЛАН 4Р184\'\'АНГРЕН АЙЛАНМА ЙЎЛИ\'\'АЙ КЕСИШГАН ЧОРРАҲА.;ПДД КАМЕРА;;70.05869;
Toshkent viloyat / Ташкентская область / Tashkent region;ОХАНГОРОН ТУМАНИ;А373\'\'М39 АЙ-БЎКА-АНГРЕН-ҚЎҚОН-АНДИЖОН-ЎШ\'\' АЙНИНГ 135,5КМ.ДАГИ ЧОРРАҲА.ОҲАНГАРОН ШАҲАР.;ПДД КАМЕРА;;70.04407999999999;
Toshkent viloyat / Ташкентская область / Tashkent region;ОХАНГОРОН ТУМАНИ;А373\'\'М39 АЙ-БЎКА-АНГРЕН-ҚЎҚОН-АНДИЖОН-ЎШ\'\' АЙНИНГ 135,5КМ.ДАГИ ЧОРРАҲА.ОҲАНГАРОН ШАҲАР.;ПДД КАМЕРА;;69.64655999999999;
Toshkent viloyat / Ташкентская область / Tashkent region;БЎСТОНЛИҚ ТУМАНИ;А373\'\'М39 АЙ-БЎКА-АНГРЕН-ҚЎҚОН-АНДИЖОН-ЎШ\'\' АЙНИНГ 133КМ.ДАГИ ЧОРРАҲА.ОҲАНГАРОН ШАҲАР.;ПДД КАМЕРА;;69.64655999999999;
Toshkent viloyat / Ташкентская область / Tashkent region;ЧИРЧИҚ ШАҲРИ;ХЎЖАКЕНТ МФЙ 4Р10 ЧОРВОҚ СУВ ОМБОРИ ҲАЛҚА ЙЎЛИ 0+300 МЕТР ОРАЛИҒИ ТЯНЬШАН КАФЕСИ ҚАРШИСИ;ПДД КАМЕРА;;69.62513;
Toshkent viloyat / Ташкентская область / Tashkent region;БЎСТОНЛИҚ ТУМАНИ;ЧИРЧИҚ ШАҲРИ ОҚҚОВОҚ ЧОРРАҲАСИ 4Р6 ТОШКЕНТ-ЧИРЧИҚ-ЧИМЁН АВТОМОБИЛЬ ЙЎЛИНИНГ 28+500 КМ;ПДД КАМЕРА;41.622777;;
Toshkent viloyat / Ташкентская область / Tashkent region;ОХАНГОРОН ТУМАНИ;ТОШКЕНТ ВИЛОЯТИ БЎСТОНЛИҚ ТУМ. ҒАЗАЛКЕНТ.Ш 4H742 (4Р12 54КМ - 4Р652КМ) А/ЙНИНГ 3КМ СТАДИОН ҚАРШИСИ;ПДД КАМЕРА;41.447827;;
Toshkent viloyat / Ташкентская область / Tashkent region;ОХАНГОРОН ТУМАНИ;А373\'\'М39 АЙ-БЎКА-АНГРЕН-ҚЎҚОН-АНДИЖОН-ЎШ\'\' АЙНИНГ 133КМ.ДАГИ ЧОРРАҲА.ОҲАНГАРОН ШАҲАР.;ПДД КАМЕРА;;69.768488;
Toshkent viloyat / Ташкентская область / Tashkent region;БЎСТОНЛИҚ ТУМАНИ;А373\'\'М39 АЙ-БЎКА-АНГРЕН-ҚЎҚОН-АНДИЖОН-ЎШ\'\' АЙНИНГ 135КМ.ДАГИ ЧОРРАҲА.ОҲАНГАРОН ШАҲАР.;ПДД КАМЕРА;;69.62513;
Toshkent viloyat / Ташкентская область / Tashkent region;ОХАНГОРОН ТУМАНИ;ХЎЖАКЕНТ МФЙ 4Р10 ЧОРВОҚ СУВ ОМБОРИ ҲАЛҚА ЙЎЛИ 0+300 МЕТР ОРАЛИҒИ АРБАТ КАФЕСИ ҚАРШИСИ;ПДД КАМЕРА;;69.63903999999999;
Surxondaryo viloyati / Сурхандарьинская область / Surkhandarya region;ТЕРМИЗ ТУМАНИ;СУРХОНДАРЁ ВИЛОЯТИ,ТЕРМИЗ ТУМАНИ, \"ЛИМОЗОР\" МАХАЛЛАСИ, М39 ЙЎЛИНИНГ 10 КМ ТЕРМИЗ-ТОШКЕНТ ЙЎНАЛИШИ;СТАЦИОНАР РАДАР;;;
Surxondaryo viloyati / Сурхандарьинская область / Surkhandarya region;ТЕРМИЗ ШАҲРИ;Термез- Душанбе Surxandaryo viloyati, Denov tumani, Namazga QH ( m-41va m-34 avtoyoli kesishgan holda 568 km);СТАЦИОНАР РАДАР;;;
Surxondaryo viloyati / Сурхандарьинская область / Surkhandarya region;ТЕРМИЗ ШАҲРИ;Термез- ДушанSurxandaryo viloyati, Shurchi tumani, Zaribdor QH ( m-41va m-34 avtoyoli kesishgan holda 605 km);СТАЦИОНАР РАДАР;;;
Surxondaryo viloyati / Сурхандарьинская область / Surkhandarya region;ТЕРМИЗ ШАҲРИ;Ташкент – Термез Surxandaryo viloyati, Angor tumani Yangibozor QH ( m-39 avtoyoli 657 km);СТАЦИОНАР РАДАР;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЯККАСАРОЙ ТУМАНИ;ЯККАСАРОЙ ТУМАНИ Ш.РУСТАВЕЛИ КЎЧАСИ 66-УЙ ҚАРШИСИДА;СТАЦИОНАР РАДАР;;;
Toshkent shahri / Город Ташкент / Tashkent city;МИРЗО УЛУҒБЕК ТУМАНИ;МИРЗО УЛУҒБЕК ТУМАНИ ПАРКЕНТ КЎЧАСИ (БУЮК ИПАК ЙЎЛИ БАНКИ) 172-УЙ ҚАРШИСИДА;СТАЦИОНАР РАДАР;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЮНУСОБОД ТУМАНИ;ЮНУСОБОД ТУМАНИ А.ТЕМУР КЎЧАСИ \"ТЕЛЕМИНОРА\" ҚАРШИСИДА;СТАЦИОНАР РАДАР;;;
Toshkent shahri / Город Ташкент / Tashkent city;ОЛМАЗОР ТУМАНИ;ОЛМАЗОР ТУМАНИ НУРАФШОН АЙЛАНМА КЎЧАСИ 4А УЙ ҚАРШИСИДА;СТАЦИОНАР РАДАР;;;
Toshkent shahri / Город Ташкент / Tashkent city;БЕКТЕМИР ТУМАНИ;БЕКТЕМИР ТУМ. ТХАЙ-\"МЕТАН\" ГАЗ ҚУЙИШ ШАХОБЧАСИ;СТАЦИОНАР РАДАР;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЮНУСОБОД ТУМАНИ;ЮНУСОБОД ТУМАНИ, АМИР ТЕМУР ШОХ КЎЧАСИ, \"ТОШКЕНТ ТЕЛЕМИНОРАСИ\" ҚАРШИСИДА;СТАЦИОНАР РАДАР;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЯККАСАРОЙ ТУМАНИ;ТОШКЕНТ Ш.,ЯККАСАРОЙ ТУМАНИ,КХАЙ,118 УЙ КАРШИСИ;СТАЦИОНАР РАДАР;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЮНУСОБОД ТУМАНИ;ТОШКЕНТ.Ш,ЮНУСОБОД ТУМАНИ,ТХАЙ \"ТОШКЕНТ ГЎШТ МАРКАЗИ\" ҚАРШИСИДА;СТАЦИОНАР РАДАР;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЧИЛОНЗОР ТУМАНИ;ТОШКЕНТ Ш., ЧИЛОНЗОР ТУМАНИ, БУНЁДКОР ШОХ КЎЧАСИ, АДИБЛАР ХИЁБОНИ ҚАРШИСИДА;СТАЦИОНАР РАДАР;;;
Toshkent shahri / Город Ташкент / Tashkent city;МИРЗО УЛУҒБЕК ТУМАНИ;Тошкент ш., М.Улуғбек тумани, Темур Малик кучаси, 35 А уй каршисида;СТАЦИОНАР РАДАР;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЯШНОБОД ТУМАНИ;ЯШНОБОД ТУМАНИ, МАХТУМКУЛИ КЎЧАСИ, 5 УЙ ҚАРШИСИДА;СТАЦИОНАР РАДАР;;;
